candidate_id,education_school,education_speciality,education_level,education_degree,experience_years,language,language_level,technical_skills,soft_skills,current_position,location,location_available,certifications_title,hobbies,volunteer_activities,school_projects,availability
41523474,Doon University,"['Human Resource Management', 'Finance', 'Management']",Master's,MBA,1.0,[],[],"['SPSS Software', 'MS Office (Word, Excel, PowerPoint)', 'Internet & Email']","['Professional management', 'Meeting objectives', 'Problem-solving', 'Communication', 'Team-building', 'Deadline management']",HR Executive,"Houston, Texas, USA","['Houston, Texas, USA']",[],[],"['Uttarakhand State Council of Science and Technology (U.C.O.S.T.)', 'State Level Programme of Capacity Building and Strengthening of Vermi Composting Units', 'Entrepreneurship Development Institute of India (EDI)']","['Impact of Training and Development in the Organization', 'Growth and Development in the Organization', 'A Comparative Analysis of the Factors Determining Motivational Level of Employees Working in Public and Private Banks']",Not specified
59962788,"['Crescent Business School', 'Lady Sivaswami girls Higher Secondary School', 'Lord Venkateshwaraa Engineering College']","['Human Resource', 'Computer Science', 'Computer Science Engineering']","['MBA', 'High School', 'B.E']","['Master of Business Administration', 'High School Diploma', 'Bachelor of Engineering']",1.0,"['English', 'Hindi']","['Advanced', 'Native']","['C', 'C++', 'Java', 'SQL', 'Visual Basic 6.0', 'MS Office', 'HR Systems', 'HR Compliance', 'Project Management', 'SAP', 'Web Crawling']","['Communication', 'Fast Learning', 'Flexibility', 'Team Building', 'Employee Recruitment', 'Training', 'Project Management', 'Workshop Facilitation', 'Public Speaking']",HR Executive,"City, State","['City, State, Country']",['Certified Associate in Project Management (CAPM)'],"['Tennikoit', 'Therapeutic Communication']","['HRD CLUB', 'Crescent Business School Workshops', 'Vels University Paper Presentation', 'ISBR Business School Conference']","['HR Metrics and Scorecard Development', 'Organizational Climate Study', 'NABH Certification Project', 'SAP Implementation for Exports', 'Web Crawling for Search Engines']",Immediate
86184722,"['University of Phoenix', 'Virginia State University']","['Business Administration', 'Public Administration']",Master's,Master of Business Administration,15.0,[],[],"['Microsoft Office Suite', 'SAP', 'Kronos', 'IBM', 'ADP', 'ATS', 'MSS', 'HRSS', 'Oracle', 'Workbrain', 'HRIS']","['administrative', 'streamline', 'auditing', 'benefits', 'budget', 'conferences', 'client management', 'customer service', 'data entry', 'database management', 'email communication', 'employee relations', 'event planning', 'fax', 'filing', 'forms management', 'HRIS', 'inventory management', 'labor relations', 'legal compliance', 'meeting coordination', 'Microsoft Office Suite', 'internet research', 'Oracle', 'organizational skills', 'payroll processing', 'performance management', 'personnel management', 'policy implementation', 'process improvement', 'quick learning', 'receptionist duties', 'record keeping', 'recording', 'recruiting', 'reporting', 'research', 'safety', 'SAP', 'staffing', 'strategic HR', 'phone etiquette', 'employee development']",HR Generalist,"City, State",[],['CHRP Exam Preparation'],[],[],[],Immediate
28419173,"University of Eau Claire, Madison Technical College","['Business Management', 'Human Resource Management', 'Accounting Assistant']","Bachelor's, Associate's","BS in Business Management, AS in Human Resource Management, AAS in Accounting Assistant",5.0,[],[],"['Microsoft Office Suite', 'PowerPoint', 'Microsoft Word', 'Excel', 'Access', 'Quickbooks', 'Tigerpaw', 'AV equipment', 'Social media', 'Select Surveys', 'Web design', 'Human Resources Information Systems (HRIS)']","['Organized', 'Resourceful', 'Detail-oriented', 'Planning', 'Decision-making', 'Self-directed', 'Analytical', 'Patient', 'Diligent', 'Problem-solving', 'Communication', 'Teamwork', 'Time management']",HR Assistant,"City, State",[],[],[],"['Young Professionals Group committee with HEUG (Secretary)', 'Society for Human Resource Management (SHRM) Member']",[],Not specified
18155310,,[],,,,[],[],[],[],,,[],[],[],[],[],
26780935,Northern Illinois University,"['Business Translation', 'French']",Bachelor's,Bachelor of Arts,12.0,"['English', 'Spanish', 'French']","['Advanced', 'Advanced', 'Advanced']","['Carl Henry MODERN Sales Training', 'Ultimate Software Payroll and HRIS', 'Kronos Time and Attendance', 'Paychex', 'NETtime', 'Microsoft Office']","['Client-focused', 'Effective communication', 'Event management', 'Leadership', 'Self-starter', 'Troubleshooting', 'Problem-solving', 'Organized', 'Detail-oriented', 'Sensitive to customer needs']",HR Coordinator,"City, State",,[],,,,
34554248,ASHFORD UNIVERSITY,"['Business', 'HR Management']",Master's,Master of Business Administration,13.0,[],[],"['HRIS (Paychex, Paychex Flex)', 'MS Office (Word, Excel, PowerPoint, Outlook)', 'POS systems', 'Accounting software', 'Payroll software']","['Leadership', 'Communication', 'Problem-solving', 'Team Management', 'Conflict Resolution', 'Training', 'Organization', 'Attention to Detail', 'Interpersonal Skills']",HR Generalist,"City, State, USA",[],"['Sigma Six Yellow Belt Certification', 'PHR Certification (tentative)']",[],[],['Reviewed and analyzed 30+ years of business research to compare hiring externally vs promoting internally'],Not specified
26202430,Campbell University,['Business Administration'],Bachelor's,BBA,10.0,"['Portuguese', 'Spanish', 'English']",['Advanced'],"['Excel', 'Access', 'Word', 'Visio', 'Power Point', 'VBA', 'SAP HCM', 'Success Factors (Compensation)', 'Microsoft Project Management', 'Service Now (ASKHR)', 'Smartsheet', 'Panaya', 'SilkRoad - Red Carpet']","['Analytical skills', 'Project management', 'Process improvement', 'Quality assurance and control', 'System Applications implementation', 'Working independently', 'Strong interpersonal skills', 'Results-oriented', 'Detail-oriented', 'Troubleshooting', 'Problem solving']",HR Consultant,"City, State, US",[],[],[],[],[],Not specified
19867922,Benedictine University,['Business Administration'],Master's,Master of Business Administration,11.0,[],[],"['HRIS Systems', 'Microsoft Office Suite', 'ADP', 'Siebel', 'Payroll processing', 'Database management', 'HR metrics', 'HR systems', 'Background checks', 'Data entry', 'Scheduling', 'Onboarding', 'Benefits administration', 'Payroll', 'HRIS', 'Totalview', 'IEX']","['Attention to detail', 'Multi-tasking', 'Data analysis', 'Research', 'Confidentiality', 'Organizational skills', 'Communication', 'Teamwork', 'Leadership', 'Problem-solving']",HR Generalist,"City, State",[],[],[],[],[],Not mentioned
91930382,"['University of Washington', 'State University, India', 'Mount Carmel College']","['Human Resources Business Partner', 'Employee Relations', 'Workforce Planning and Analytics', 'Training and Development', 'Human Resources Management', 'Human Resources', 'Biotechnology']",Master's,Master of Business Administration (MBA),9.0,[],[],"['Bullhorn', 'Boolean Searches', 'Google Resume Search', 'LinkedIn X-ray search', 'The Ladder', 'GitHub', 'Tech Fetch', 'Monster', 'Career Builder', 'LinkedIn', 'Indeed']",[],HR Intern,"City, State",[],[],[],[],[],Immediate
30646367,"Baker College, Macomb Community College",['Human Resources'],Bachelor's,B.B.A,15.0,[],[],"[""Paychex, Mastertax, ABRA, Time Star, InfoTronics, Store Master, Dominion, QuickBooks, Ceridian, PeopleSoft, SAP, Microsoft Word, Excel, PowerPoint, Crystal Reports, HRIS, Payroll systems, Payroll tax, Benefits administration, Garnishments, Levies, Child Support processing, New hire onboarding, Employee status changes, Unemployment claims, Policy writing, Conflict resolution, Worker's Compensation, OSHA regulations, Safety training, Drug screening, Performance reviews, Reporting, Spreadsheets, Tax analysis, Sales tax, Use tax, Federal filings, State filings, Local government compliance, New hire reporting, Direct deposit, 401k administration, MSDS documentation, Meeting coordination, Purchase orders, Invoicing""]","['Communication, Teamwork, Organization, Attention to detail, Problem-solving, Time management, Conflict resolution, Policy development, Representation, Analysis, Research']",HR Assistant/Payroll,"City, State, USA",[],"['MIOSHA Level One Certification, General Industry Certification']",[],[],[],Not specified
39650734,"['THE UNIVERSITY OF THAI CHAMBER OF COMMERCE', 'STRAYER UNIVERSITY']","['Humanities/English', 'Human Resource Management']",Master's,"['Bachelor of Arts', 'Master of Science']",9.0,"['Thai', 'English']","['Advanced', 'Native']","['HRIS applications (PeopleSoft Enterprise Human Resources)', 'MS Office (Word, Excel, PowerPoint, Access, Outlook)', 'E-Mailing tools (MS Outlook, Windows Outlook, Yahoo, Google)', 'Networking Skills (Job Boards and Networking Sites)']","['Professional communication skills', 'Interpersonal skills', 'Adaptability', 'Hard working', 'Flexibility', 'Reliability', 'Honesty', 'Politeness', 'Decision making', 'Customer service skills', 'Creativity']",General Manager,"City, State, USA",,['Professional in Human Resources (aPHR)'],,,,
72231872,New England College of Business and Finance,"['Human Resources Management', 'Business Administration']",Master's,"Master of Science in Human Resources Management, Bachelor of Business Administration",9.0,[],[],"['Microsoft Office (Word, Outlook, Excel, PowerPoint)', 'Prezi', 'Tableau', 'Core', 'Core Advanced', 'Paychoice', 'Paychoice Online', 'Encore', 'ADI Time', 'Ultipro', 'Hire Centric', 'Onboarding Hire Centric', 'Auto-Bene', 'Taleo', 'Successfactors', 'HRIS', 'Payroll Software', 'Benefits Administration', 'Recruitment', 'Training Program Development', 'Policy Implementation', 'Team Leadership', 'Staff Management', 'Payroll Administration', 'Customer Relations', 'Retail Management', 'Office Administration', 'Event Coordination', 'Conflict Resolution', 'Employee Engagement', 'Newsletter Creation', 'Marketing Material Development', 'Budget Management', 'Invoicing', 'Accounts Receivable', 'Accounts Payable', 'Taxation', 'ERISA', 'COBRA', 'FMLA', 'ADA', 'Section 125', ""Worker's Compensation""]","['Problem-Solving', 'Team Leadership', 'Staff Management', 'Work Ethic', 'Trust-Building', 'Interpersonal Communication', 'Change Leadership', 'Confidentiality', 'Conflict Resolution', 'Employee Engagement', 'Creativity', 'Organization', 'Time Management']",HR Generalist,"City, State, USA",[],[],[],[],[],Not Mentioned
13520837,Colorado State University,"['Apparel and Merchandising', 'Human Resources']",Bachelor's,Bachelor of Science,14.0,[],[],"['HRIS', 'Applicant Tracking Systems', 'Recruiting', 'Employee Relations', 'Talent Acquisition', 'Onboarding', 'HR Audits', 'Confidentiality', 'Human Resources', 'Benefits Administration', 'Payroll', 'Performance Management', 'Data Entry', 'Customer Service', 'Administrative Support', 'Office Management']","['Interpersonal Communication', 'Customer Service', 'Organizational Skills', 'Multi-tasking', 'Time Management', 'Problem Solving', 'Attention to Detail', 'Teamwork', 'Flexibility', 'Adaptability', 'Work Ethic', 'Integrity', 'Confidentiality', 'Leadership', 'Coaching', 'Negotiation', 'Decision Making', 'Employee Development', 'Conflict Resolution']",HR Representative,"City, State",[],['Human Resources Certificate'],[],[],[],Not Mentioned
18422164,Northern Kentucky University,"['Public Administration', 'English Writing']",Master's,"Master of Arts in Public Administration, Bachelor of Arts in English Writing",12.0,[],[],"['HR Operations', 'Case Management', 'Workday', 'Hire Systems', 'Identity Manager', 'Phone Screening', 'Payroll Processing', 'Data Management', 'Report Preparation', 'Process Documentation', 'Quality Assurance', 'Customer Service', '401(k) Transactions', 'Trustee Board Operations']","['Interpersonal Communication', 'Problem-Solving', 'Strategic Thinking', 'Creativity', 'Self-Motivation', 'Teamwork', 'Customer Service', 'Discretion', 'Leadership', 'Training Facilitation']",HR Specialist,"City, State, USA","['City, State, USA']",[],[],"['Trustee Board Member at a Church', 'Financial Secretary at Church']",[],Currently Employed
30862904,"Marquette University, The John Marshall Law School","['Human Resources', 'Law', 'Arts']","Master's, Juris Doctor, Bachelor's","MS in Human Resources, JD, BA",25.0,[],[],"['HRIS', 'Applicant Tracking Systems', 'Recruitment Strategies', 'Performance Management', 'Training Design', 'Employee Relations', 'Contract Negotiation', 'Vendor Management', 'Workforce Planning', 'Team Building', 'Project Management', 'Employment Branding', 'Recruitment', 'Leadership', 'Organizational Development', 'Database Management', 'HR Policies', 'Process Improvement', 'Change Management', 'Benefits Administration', 'Payroll', 'EEOC Compliance', 'ADA Compliance', 'FMLA Administration', 'FSLA', 'E-Fax Systems', 'Research', 'Marketing', 'Strategic Planning', 'Performance Appraisal', 'Interviewing Techniques', 'Succession Planning', 'Human Resources Information Systems']","['Communication', 'Leadership', 'Team Building', 'Strategic Thinking', 'Problem-Solving', 'Relationship Building', 'Compassion', 'Employee Engagement', 'Training', 'Facilitation', 'Vendor Relations']",HR Manager,"City, State, USA",[],"['PHR - Professional in Human Resource Management', 'SHRM-CP - Society for Human Resource Management Certified Professional']",[],[],[],Not specified
52979663,"['Purdue University', 'Purdue University', 'State University of New York - Cobleskill']","['Personnel', 'Supervision', 'Plant and Soil Science']","[""Bachelor's"", ""Associate's"", ""Associate's""]","['Bachelor of Science', 'Associate of Science', 'Associate of Science']",24.0,[],[],"['ADA', 'ISO audits', 'HRIS', 'Human Resource Information Systems', 'Performance Management', 'Recruiting', 'Negotiation', 'Contract Negotiations', 'Auditing', 'Business Strategy', 'Case Management', 'Crisis Management', 'Finance', 'Functional', 'Information Systems', 'Leadership', 'Material Science', 'Money', 'Organizing', 'Organizational', 'Payroll', 'Problem Solving', 'Quality', 'Safety', 'Staffing', 'Structured', 'Supervisor', 'Technical Training']",[],Senior HR,"Minster, OH, USA",[],[],[],[],[],Not Mentioned
28828844,"HUNTER COLLEGE, BOROUGH OF MANHATTAN COMMUNITY COLLEGE","['Sociology', 'Business Management']",Associate,Associate of Arts,14.0,['Spanish'],['Fluent'],"['ADP', 'PeopleSoft', 'Payroll systems', 'HR Information Systems', 'Microsoft Office (Word, Excel, PowerPoint)', 'Bio-metric clock systems']","['Conflict resolution', 'Creative problem-solving', 'Communication', 'Teamwork', 'Customer service', 'Detail-oriented', 'Training', 'Coaching', 'Leadership']",HR Generalist,"City, State","['City, State']",[],[],[],[],Not mentioned
21830565,University of Dundee,['Pharmacology'],Bachelor's,B.S. in Pharmacology,15.0,[],[],[],"['Interpersonal Skills', 'Manager Coaching', 'Training', 'Performance Management', 'Employment Law Compliance', 'Employee Relations', 'Change Management', 'Leave Management', 'HR Infrastructure Development', 'HR Documentation', 'Process Improvement', 'Team Collaboration', 'Client Service', 'Compliance', 'Performance Evaluation', 'Exit Interview Program', 'Corrective Action', 'Job Description Creation', 'HR Policy Development', 'Hiring Practices', 'Personnel Record Management', 'Background Checks', 'Employee Handbook Development', 'Strategy Development', 'Exit Interview', 'Salary Administration', 'Startup Management', 'Benefits Communication', 'Employee Support', 'Recruitment', 'Staffing', 'Employee Incentive Programs', 'Organizational Policy', 'Employee Orientation', 'Labor Relations', 'Vacancy Identification', 'Conflict Resolution', 'Liability Management', 'Interviewing', 'Succession Planning', 'HR Metrics', 'Conflict Mitigation', 'Process Interpretation', 'Legal Compliance', 'Employee Coaching', 'Change Implementation', 'Growth Strategies', 'SME', 'Compliance Rectification', 'Benefits Implementation', 'Employee Training', 'Market Analysis', 'Compensation Analysis', 'ISO9001 Compliance', 'Payroll Resolution', 'Vendor Management', 'Event Coordination', ""Workers' Compensation"", 'OSHA Reporting', 'General HR Support', 'Event Planning', 'Benefits Administration']",HR Consultant,"City, State, Country (Not specified)",[],"['PHR', 'GPHR', 'SHRM-SCP']",[],[],[],Not specified
27523575,"Eugene Lang College The New School for Liberal Arts, University of Massachusetts Amherst","['Culture and Media Studies', 'Psychology']",Bachelor's,Bachelor of Arts,6.0,[],[],"['Human Resources', 'POS', 'Administrative Management', 'Time Management', 'Critical Thinking']","['Trend and emerging brand awareness', 'Detail-oriented', 'Apparel styling techniques', 'Communication skills', 'Creative design skills', 'Self-motivation', 'Attention to detail', 'Hiring and retention', 'Training and development', 'Employee relations', 'Personnel records management', 'New hire orientation', 'Interpersonal skills', 'Problem-solving', 'Customer service', 'Organizational skills', 'People skills']",HR Associate,"City, State, USA",[],[],[],"['New School Jewish Student Union', 'Volunteer for City Seniors Social Club at YMCA', 'UMass Amherst Hillel']",[],Immediate
39081840,"George Mason University, Lord Fairfax Community College","['Management', 'Business Administration', 'Human Resources', 'Leadership']","Bachelor's, Associate's","Bachelor of Science, Associates of Arts and Science Degree",11.0,"['English', 'Chinese (Mandarin)', 'Chinese (Cantonese)', 'Malay']","['Advanced', 'Advanced', 'Advanced', 'Advanced']","['HRIS Technologies', 'Fidelity payroll system', 'Halogen performance management system', 'Del-Tek HRIS system', 'Applicant One', 'ADP', 'Reynolds', 'PCR applicant tracking system', 'Microsoft Office Suite']","['Teamwork', 'Communication', 'Project Management', 'Training & Development', 'Performance Management', 'Onboarding', 'Employee Relations', 'Policy Development']",HR Coordinator,"City, State, USA","['City, State, USA']","['Certificate of Excellence in the Major of Management', 'Form I-9 and E-Verify by SHRM', 'Essentials of HR Seminar']",[],[],[],1 month notice
20925036,"['Cardiff University', 'MIT School of Business', 'MGM College']","['Human Resource Management', 'Business Administration', 'Computer Science']",Master's Degree,"['Master of Science in Human Resource Management', 'MBA in Human Resource', 'Bachelor of Science in Computer Science']",8.0,[],[],"['Microsoft Office', 'Word', 'Excel', 'PowerPoint', 'Outlook', 'SAP', 'Payroll Processing', 'HR Shared Services', 'Recruitment', 'Employee Master Data', 'MIS Reporting', 'HR Interviewing', 'Offer Negotiations', 'Employee Engagement', 'Training Programs', 'Employee Grievance Handling', 'Benefits Administration', 'Talent Acquisition', 'ISO 9000 Documentation']","['Team Building', 'Leadership', 'Organizational Skills', 'Negotiation', 'Rapport Building', 'Scheduling', 'Communication', 'Flexibility', 'Problem-Solving', 'Attention to Detail']",HR Generalist,"Chicago, IL, USA",[],['FSMS Lead Auditor Course'],"['Cooking', 'Singing', 'Cultural Event Planning']","['Cultural Committee Member', 'Event Coordination']","['MINT System for Recruitment', 'Employee Engagement Initiatives', 'Training Programs', 'HR Group Events']",Not Mentioned
15576950,Rogers High School,[],High School,Diploma,14.0,['Spanish'],['Fluent'],"['SAP', 'ADHOC', 'Microsoft Office Suite', 'e-Recruitment', 'E-Verify', 'I-9 Verification', 'Data Entry', 'Reporting']","['Detail-oriented', 'People-oriented', 'Communication', 'Team Collaboration', 'Process Development', 'Compliance', 'Customer Service', 'Interviewing']",HR Specialist,"City, State, USA","['City, State, USA']",[],[],[],[],Not mentioned
29564653,American InterContinental University,['Visual Communication'],Bachelor's,Bachelor of Fine Arts,6.0,[],[],"['MS Excel', 'vLook up', 'Pivot tables', 'MS Office', 'Taleo', 'SharePoint', 'PeopleSoft', 'Adobe Professional', 'Adobe Acrobat', 'ADP Enterprise v5', 'ADP Select', 'SAP', 'MAS200', 'MS Outlook', 'MS Publisher', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Concur', 'SnagIt']","['Recruiting', 'Administrative Support', 'Onboarding', 'Training', 'Benefits', 'Integration', 'Intranet Content Management', 'Learning Management', 'Staffing', 'Usability', 'Acrobat', 'Illustration', 'Indesign', 'Outlook', 'Peoplesoft', 'Photoshop', 'Publisher', 'Applicant Tracking', 'Database Management', 'Employee Relations', 'Claims Processing', 'Cobra Management', 'SAP', 'Budget Management', 'Correspondence']",HR Administrator,"City, State, US",[],[],[],[],"['Graduate Award Budget Management', 'Graduate Awards Data Compilation', 'Department Calendar Maintenance']",Not specified
14886205,University of California,"['English', 'Industrial-Organizational Psychology', 'Statistics', 'Social Psychology', 'Research Methods', 'General Psychology', 'Abnormal Psychology', 'Child Development', 'Cultural Anthropology', 'Sociology', 'College Writing']",Bachelor's,Bachelor of Arts in English,10.0,[],[],"['Quickbooks', 'Sequoia', 'Taleo', 'Google Drive', 'Google Calendar', 'Microsoft Office Suite (Word, Excel, PowerPoint)', 'HR Information Systems', 'Recruiting Software', 'Performance Management Tools']","['Team Collaboration', 'Confidentiality', 'Recruiting', 'Employee Relations', 'Performance Management', 'Orientation', 'Communication', 'Problem-Solving', 'Client Relations', 'Leadership']",Recruiting Coordinator,"City, California, USA",[],['Certified Talent Management Specialist'],"['Painting', 'Drawing', 'Arts and Crafts', 'Cooking', 'Writing', 'Hiking', 'Camping', 'Beach Activities']",[],"['Influence: The Psychology of Persuasion Group Presentation', 'Persuasion Experiment Study', 'Research Paper on Art Therapy and Citizen Participation']",Not specified
17412079,,[],,,,[],[],[],[],,,[],[],[],[],[],
16861758,"['Edgecombe Community College', 'Nash Community College', 'Nash Community College']","['Nursing', 'Certified Nursing Assistant', 'Certified Nursing Assistant 2']",Continuing Education,,15.0,[],[],[],"['Organizational skills', 'Problem-solving', 'Active listening', 'Courteous demeanor', 'Energetic work attitude', 'Multi-tasking', 'Professionalism', 'Customer service']",HR Assistant,"City, State, United States",[],"['Certified Nursing Assistant', 'Certified Nursing Assistant 2']",[],[],[],Not mentioned
93112113,"['State University of New York, Albany', 'Hudson Valley Community College']","['Sociology', 'Psychology', 'Human Services']",Bachelor's and Associate's,B.A. in Sociology/Psychology and A.A.S. in Human Services,15.0,[],[],"['HRIS management', 'Applicant Tracking Systems', 'Recruitment', 'Performance Management', 'Employee Relations', 'Employment Law', 'Policy and Procedure Compliance', 'Human Resources Information Systems (HRIS)', 'Applicant Tracking System (ATS)', 'Workplace Policy Design', 'Payroll and Benefits Administration', 'Training Facilitation', 'Performance Appraisal', 'Affirmative Action Planning', 'Human Resources Legislation', 'Recruiting', 'Onboarding', 'Performance Management', 'Employee Benefits', 'Labor Relations', 'Manager Coaching']","['Communication', 'Problem-solving', 'Interpersonal skills', 'Leadership', 'Teamwork', 'Conflict resolution', 'Organizational skills']",HR Manager,"City, State",[],['Professional Human Resources Certification (PHR)'],[],[],[],Not mentioned
15041689,"['Newberry College', 'Batesburg Leesville High School']","['Mathematics', 'Computer Science']",High School,H.S. Diploma,15.0,[],[],"['ADP', 'PeopleSoft 8.0', 'PeopleSoft HRMS', 'HRIS', 'HRMS databases', 'Simplex/Winstar timekeeping system']","['Employee relations', 'Conflict resolution', 'Benefits administration', 'Manager coaching', 'Training', 'Recruitment', 'Onboarding', 'Performance management', 'Policy implementation', 'Safety training', 'Counseling', 'Communication']",HR Director,"City, State","['City, State', 'New Kent, State']",['Professional Human Resources (PHR)'],[],['New Kent Food Pantry volunteer'],[],Not specified
80162314,"['Concordia University', 'University of Colombo']","['Human Resources Management', 'Art', 'HR', 'Communication']",Master's,"['Master of Art', 'Bachelor of Arts']",11.0,[],[],"['HR Program/Project Management', 'Payroll', 'Benefits Administration', 'HRMS (Human Resource Management System)', 'Financial Services', 'Customer Service', 'Recruitment', 'Training & Development', 'Employee Relations', 'Performance Management', 'HR Policies & Procedures', 'Organizational Development', 'Leave of Absence Management', 'HR Budget Management', 'Financial Planning', 'Consumer Lending', 'Estate Settlement', 'Beneficiary Changes']","['Communication', 'Teamwork', 'Problem-Solving', 'Confidentiality', 'Decision Making', 'Accountability', 'Interpersonal Skills', 'Training', 'Customer Support', 'Troubleshooting']",HR Professional,"City, State",[],[],[],[],[],Not Mentioned
20993320,"['Regent University', 'Colorado State University']","['Organizational Leadership', 'Apparel and Merchandising', 'Organizational Development Consulting']",Master's,"Master of Arts, Bachelor of Science",11.0,[],[],"['HRIS', 'Microsoft Office Suite', 'ADP', 'Sage payroll', 'Computer proficiency']","['Creative problem-solving', 'Organized', 'Attention to detail', 'Customer service', 'Employee relations', 'Onboarding and training']",HR Coordinator,"City, State, USA",[],[],[],"['Girl Scouts of Gulfcoast Florida', 'Zeta Tau Alpha Sorority']",[],Immediate
14640322,"['Utkal University', 'OUAT']","['Human Resources', 'Finance', 'Physics']",Master's,"Master of Business Administration, Bachelor of Science",8.0,"['English', 'Hindi', 'Oriya']","['Advanced', 'Native', 'Advanced']","['Talent Acquisition', 'Onboarding', 'Documentation', 'Vendor Management', 'Microsoft Office', 'Recruitment', 'HR Engagement', 'HR Policies', 'HR Consulting', 'Headhunting', 'Database Management', 'Excel']","['Mentoring', 'Coaching', 'Communication', 'Negotiation', 'Team Collaboration', 'Problem-Solving', 'Interpersonal Skills']",HR Generalist,"City, State, India",,[],"['Listening to music', 'Dancing', 'Dairy Writing']",[],[],Immediate
26289308,University of Houston,"['Human Resource Management', 'Management', 'Marketing']",Master's,Master of Business Administration,9.0,[],[],"['HRMS Database administration', 'payroll management', 'benefits administration', 'compliance', 'HR strategy', 'performance management', 'succession planning', 'workforce planning', 'compensation', 'benchmarking', 'payroll systems', 'policy creation', 'safety/compliance training', 'employee relations', 'training program development', 'recruitment', 'onboarding', 'job description development', 'salary reviews', 'record keeping']","['communication', 'facilitation', 'leadership', 'problem-solving', 'teamwork', 'project management', 'employee management', 'vendor management', 'presentation skills', 'coordination', 'attention to detail', 'organizational skills']","Senior HR Manager, HR Business Partner","City, State","['City, State', 'Canada']",[],[],[],[],Not mentioned
23408537,"John A. Logan College, University of Alabama at Birmingham","['Biology', 'Human Resources']",Associate's Degree,Associate of Science,10.0,[],[],"['ADP', 'QuickBooks', 'ADP Vantage', 'ADP Recruiting', 'JD Edwards', 'Payroll Systems', 'MS Office Suite', 'SAP', 'HRIS', 'Access', 'Excel', 'Mac OS', 'Windows', 'Outlook', 'PowerPoint', 'Word', 'Notary Public']","['Communication', 'Relationship Building', 'Detail-Oriented', 'Interpersonal Skills', 'Organization', 'Analytical Thinking', 'Ethical Decision-Making', 'Attention to Detail', 'Time Management', 'Teamwork', 'Leadership', 'Problem-Solving']",HR Assistant III,"City, State (Last known)",[],"['SHRM - HR Generalist Certificate', 'CiHRG Membership', 'SHRM Membership', 'Notary Public', 'Payroll 2016 Certificate']",[],[],[],Not specified
28808263,"Blue River Community College, UMKC","['Business', 'Business Finance']",Bachelor's,Bachelor of Business Administration,13.0,[],[],"['Branch Suite', 'N.A.D.A', 'Appro', 'Delta Docs', 'COWW', 'Excel', 'Accounting Software', 'General Ledger Management', 'Billing and Coding', 'Microsoft Office']","['Attention to detail', 'Organizational skills', 'Interpersonal communication', 'Customer service', 'Leadership', 'Problem-solving', 'Time management', 'Teamwork', 'Presentation development']",HR Payroll/ Accounting Representative,"City, State",[],[],[],[],[],Not specified
18084150,,[],,,,[],[],[],[],,,[],[],[],[],[],
26671167,"Southwest Career and Technical Academy, College of Southern Nevada","['Hospitality, Travel, and Tourism', 'Marketing', 'Advertising', 'Business Administration', 'Organizational Development', 'Accounting', 'Financial Management', 'Event Planning', 'Hotel Operations Management', 'Financial Accounting']","High School Diploma, College (Pre-Nursing)",,8.0,[],[],"['HR Administration', 'Recruitment', 'Paperwork Management', 'Government Documentation', 'Database Creation', 'Spreadsheet Management', 'Filing Systems', 'Admission Processes', 'Confidential Information Handling', 'Event Coordination', 'Budget Management', 'Client Communication', 'Fundraising', 'Hospitality', 'Food Service', 'Customer Service', 'Cashier Operations', 'Bussing', 'Food Running', 'Food Preparation', 'OpenTable Software', 'Phone Etiquette', 'Reservation Management', 'Cleaning', 'Guest Seating']","['Communication', 'Self-directed', 'Organized', 'Independent', 'Energetic', 'Courteous', 'Leadership', 'Quality Assurance', 'Flexibility', 'Conflict Resolution', 'Attention to Detail', 'Multi-tasking', 'Professionalism', 'Teamwork', 'Customer Satisfaction', 'Time Management', 'Problem-Solving']",DIRECTV HR Recruiter/ Administration,"City, State, United States",[],"['Basic Life Support (BLS)', 'Electrocardiography (EKG)']",[],[],['Project Based Learning'],Immediate
44476983,Alaska Pacific University,"['Organizational Management', 'Human Resources']",Bachelor's,Bachelor of Arts,10.0,[],[],"['Microsoft Suite (Word, Excel, PowerPoint, Outlook)', 'Oracle-based HRIS', 'Budget and Accounting Software', 'Databases']","['Leadership development', 'Collaboration', 'Organization', 'Efficiency', 'Verbal and written communication', 'Time management', 'Conflict mediation', 'Self-starter']",HR Business Partner,"City, State",[],[],[],[],[],Not specified
16877897,"['Magadh University', 'Xavier Institute of Social Service', 'Ranchi University']","['Education', 'Human Resource', 'Biotechnology']","Bachelor's, Master's","Bachelor of Education (B.Ed), MBA, Bachelor of Science (B.Sc)",11.0,[],[],"['SAP R/3 4.7', 'MS Office (Word, Excel, Power Point, Outlook)', 'SQL', 'HTML', 'CSS', 'JavaScript', 'Windows 95/98/2000/XP', 'Recruitment', 'Organization Management', 'Time Management', 'Payroll', 'Benefits', 'Personal Administration', 'Training and Development', 'ESS', 'Performance Appraisal', 'SAP-HR', 'HR MIS', 'Enterprise Structure', 'Personnel Structure', 'Pay Scale Structure', 'Personnel Administration', 'Personnel Actions', 'Employee Engagement', 'Audit', 'Administration Management']","['Communication', 'Interpersonal', 'Problem Solving', 'Analytical', 'Team Building', 'Fast Learning', 'Mentoring']",Assistant Manager - HR,"City, India",[],[],[],[],[],Not specified
